"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
172489,181518,186701,187195,214323,203666,195465,190116,167727,136569,111213,86894,66845,46545,30678,18517,11070,5446,3221
