 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2024 - Brasil
População residente por Região e Faixa Etária 2
Unidade da Federação: Rio de Janeiro
Período:2020
"Região";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"3 Região Sudeste";1071607;1100340;1062629;1162877;1327886;1310889;1287629;1349237;1305770;1169521;1101324;1044391;914531;723988;523673;345439;420574;17222305
"Total";1071607;1100340;1062629;1162877;1327886;1310889;1287629;1349237;1305770;1169521;1101324;1044391;914531;723988;523673;345439;420574;17222305
 Fonte:
 
 Trabalho coordenado pela RIPSA.
 Realização: CGI Demográfico/RIPSA e CGIAE/SVSA/Ministério da Saúde.
 Dados básicos: IBGE
 Baixe os arquivos com os dados de Estimativas Populacionais por Município, Idade e Sexo 2000-2024 a partir do endereço de FTP
 ftp://ftp.datasus.gov.br/dissemin/publicos/IBGE/POPSVS/

