 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2024 - Brasil
População residente por Unidade da Federação e Faixa Etária 2
Unidade da Federação: Bahia
Período:2022
"Unidade da Federação";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"29 Bahia";952132;1003444;1051768;1118475;1166150;1134823;1127336;1238670;1204132;1000252;871285;782238;653347;510560;389011;276873;330843;14811339
"Total";952132;1003444;1051768;1118475;1166150;1134823;1127336;1238670;1204132;1000252;871285;782238;653347;510560;389011;276873;330843;14811339
 Fonte:
 
 Trabalho coordenado pela RIPSA.
 Realização: CGI Demográfico/RIPSA e CGIAE/SVSA/Ministério da Saúde.
 Dados básicos: IBGE
 Baixe os arquivos com os dados de Estimativas Populacionais por Município, Idade e Sexo 2000-2024 a partir do endereço de FTP
 ftp://ftp.datasus.gov.br/dissemin/publicos/IBGE/POPSVS/

